                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                      37                  8.2675333085599789E-001                  2.1445443264298856E+000                  3.5143820972024873E+000                 -8.3961906210736768E+000                  2.9112651334826882E+000                  6.7865041387347869E-001                  3.0127511122485512E-001                  2.0074474901666139E-002 
                                      38                  8.2674679912651683E-001                  2.1444220812328076E+000                  3.5155555225967658E+000                 -8.3902386043760941E+000                  2.9184569147938877E+000                  6.7865041387347880E-001                  3.0127511122485506E-001                  2.0074474901666139E-002 
                                      39                  8.2673942814401313E-001                  2.1442858851434083E+000                  3.5168990956543169E+000                 -8.3836832985935867E+000                  2.9264309649901077E+000                  6.7865041387347880E-001                  3.0127511122485512E-001                  2.0074474901666139E-002 
                                      40                  8.2673113215117811E-001                  2.1441347437845444E+000                  3.5184425872385461E+000                 -8.3764803705322990E+000                  2.9352624442178628E+000                  6.7865041387347869E-001                  3.0127511122485523E-001                  2.0074474901666139E-002 
                                      41                  8.2672176192597990E-001                  2.1439666541641054E+000                  3.5202224608475987E+000                 -8.3685893194449061E+000                  2.9450293611943978E+000                  6.7865041387347869E-001                  3.0127511122485512E-001                  2.0074474901666139E-002 
                                      42                  8.2671120243740615E-001                  2.1437804136374417E+000                  3.5222845794279447E+000                 -8.3599726021755565E+000                  2.9558161117633115E+000                  6.7865041387347869E-001                  3.0127511122485512E-001                  2.0074474901666139E-002 
                                      43                  8.2669926238636993E-001                  2.1435736804379464E+000                  3.5242454978946891E+000                 -8.3523039230071525E+000                  2.9655447614041064E+000                  6.7865041387347869E-001                  3.0127511122485523E-001                  2.0074474901666139E-002 
                                      44                  8.2669046426331949E-001                  2.1434238292157004E+000                  3.5254572596684888E+000                 -8.3478000195826620E+000                  2.9713197839017229E+000                  6.7865041387347869E-001                  3.0127511122485523E-001                  2.0074474901666139E-002 
                                      45                  8.2668674761830307E-001                  2.1433611337296958E+000                  3.5266831170839996E+000                 -8.3433681640436603E+000                  2.9770358976354814E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      46                  8.2667791937902546E-001                  2.1432136165046489E+000                  3.5286308266874555E+000                 -8.3366886850650559E+000                  2.9857531034125202E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      47                  8.2666732183762603E-001                  2.1430390433702926E+000                  3.5301925747256311E+000                 -8.3316602606364150E+000                  2.9924131380287839E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      48                  8.2666283697641274E-001                  2.1429659522885713E+000                  3.5317143776298039E+000                 -8.3269284534527905E+000                  2.9987324788610334E+000                  6.7865041387347869E-001                  3.0127511122485523E-001                  2.0074474901666139E-002 
                                      49                  8.2665280523201035E-001                  2.1428041023921414E+000                  3.5336834505757047E+000                 -8.3211821737598921E+000                  3.0065301003341616E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      50                  8.2664465781684704E-001                  2.1426742508549981E+000                  3.5357727783577637E+000                 -8.3154295660366806E+000                  3.0144556025087286E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      51                  8.2663401270984949E-001                  2.1425066520810998E+000                  3.5381381074806870E+000                 -8.3093836996994384E+000                  3.0229571579233063E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      52                  8.2662414589723543E-001                  2.1423532846040114E+000                  3.5405647626836290E+000                 -8.3036210183225574E+000                  3.0312345924909976E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      53                  8.2661368050295347E-001                  2.1421925829271782E+000                  3.5424407704376750E+000                 -8.2994967960466042E+000                  3.0372999843672051E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      54                  8.2660902147858939E-001                  2.1421216605919957E+000                  3.5444557578241143E+000                 -8.2952501227918560E+000                  3.0436283885068502E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      55                  8.2659768381768939E-001                  2.1419506087419635E+000                  3.5466134859054912E+000                 -8.2910784573283589E+000                  3.0500260062481619E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      56                  8.2659263676227757E-001                  2.1418751272388330E+000                  3.5489348691923492E+000                 -8.2867994636193885E+000                  3.0566955147976307E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      57                  8.2658035579123612E-001                  2.1416930974673134E+000                  3.5514329687932946E+000                 -8.2826290117343042E+000                  3.0634341272438101E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      58                  8.2657488635871890E-001                  2.1416127309496318E+000                  3.5541257556103303E+000                 -8.2783691393437540E+000                  3.0704568312777383E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      59                  8.2656157540333208E-001                  2.1414188685633619E+000                  3.5570366210355000E+000                 -8.2742605609760442E+000                  3.0775463380664285E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      60                  8.2655565083765326E-001                  2.1413333123765010E+000                  3.5595297935540935E+000                 -8.2709453223023512E+000                  3.0834098463646744E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      61                  8.2654543994341545E-001                  2.1411868616807324E+000                  3.5618503509852819E+000                 -8.2681377311201132E+000                  3.0885855679546306E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      62                  8.2654124517765259E-001                  2.1411270429485083E+000                  3.5635842334861110E+000                 -8.2661317167581334E+000                  3.0923586328122470E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      63                  8.2653483538369399E-001                  2.1410360110045956E+000                  3.5665117978417609E+000                 -8.2629639789350993E+000                  3.0985056934362660E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      64                  8.2652378424528150E-001                  2.1408800703068689E+000                  3.5692506201643597E+000                 -8.2603226720783400E+000                  3.1039299129014304E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      65                  8.2651924330319204E-001                  2.1408163340368320E+000                  3.5713008442506586E+000                 -8.2584504525386286E+000                  3.1078827768814294E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      66                  8.2651230499976003E-001                  2.1407193136771285E+000                  3.5734534768078929E+000                 -8.2566373485689404E+000                  3.1118784395997765E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      67                  8.2650754345689792E-001                  2.1406529715742142E+000                  3.5756964878824395E+000                 -8.2548600440234274E+000                  3.1159280194715961E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      68                  8.2650034417574370E-001                  2.1405530169695632E+000                  3.5780416604672065E+000                 -8.2531673397962297E+000                  3.1199948515240288E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      69                  8.2649542995942582E-001                  2.1404850141096623E+000                  3.5804956444395541E+000                 -8.2515163190823433E+000                  3.1241287288851187E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      70                  8.2648792187950182E-001                  2.1403814502758740E+000                  3.5830823019809719E+000                 -8.2499554447640193E+000                  3.1283055395936472E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      71                  8.2648276994631575E-001                  2.1403105985868156E+000                  3.5857817431081234E+000                 -8.2484538484885057E+000                  3.1325359333654328E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      72                  8.2647498310625922E-001                  2.1402038146097109E+000                  3.5886081685051434E+000                 -8.2470646335166631E+000                  3.1367810402689211E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      73                  8.2646967162447671E-001                  2.1401311637970979E+000                  3.5915630965795891E+000                 -8.2457372433606455E+000                  3.1410924771902731E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      74                  8.2646155732471061E-001                  2.1400204444574493E+000                  3.5946696951388954E+000                 -8.2445179085822833E+000                  3.1454467825005881E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      75                  8.2645599021912397E-001                  2.1399446456547881E+000                  3.5966010667446295E+000                 -8.2438273107916231E+000                  3.1480850208767110E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      76                  8.2645320666633071E-001                  2.1399067916149370E+000                  3.5985609332667932E+000                 -8.2431586930629361E+000                  3.1507288924446972E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      77                  8.2644757359092413E-001                  2.1398302740266701E+000                  3.6012512169234743E+000                 -8.2423175504378552E+000                  3.1542797542900680E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      78                  8.2644182970297342E-001                  2.1397523606240436E+000                  3.6036712053303672E+000                 -8.2416211187258668E+000                  3.1574122081004030E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      79                  8.2643746687604180E-001                  2.1396932475822545E+000                  3.6057849230518100E+000                 -8.2410470347071687E+000                  3.1601130765346541E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      80                  8.2643306149125906E-001                  2.1396336123097903E+000                  3.6083089001441575E+000                 -8.2403965340678624E+000                  3.1633022308222660E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      81                  8.2642704868804329E-001                  2.1395522998180883E+000                  3.6105075334701429E+000                 -8.2398631564034535E+000                  3.1660463772599128E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      82                  8.2642404228643540E-001                  2.1395116763680146E+000                  3.6127227010234222E+000                 -8.2393407487927259E+000                  3.1687956676376010E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      83                  8.2641795861473122E-001                  2.1394295358734654E+000                  3.6157214396120505E+000                 -8.2386632763951742E+000                  3.1724870103386733E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      84                  8.2641175582917969E-001                  2.1393458697692460E+000                  3.6183828663160162E+000                 -8.2380817662323977E+000                  3.1757428380830466E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      85                  8.2640704306488033E-001                  2.1392823545553745E+000                  3.6206861745335148E+000                 -8.2375880344288426E+000                  3.1785508086062944E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      86                  8.2640228131834836E-001                  2.1392182238441815E+000                  3.6234109971643211E+000                 -8.2370117739467918E+000                  3.1818647207079076E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      87                  8.2639578892120702E-001                  2.1391308551498600E+000                  3.6257576181421118E+000                 -8.2365196714918589E+000                  3.1847143569789744E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      88                  8.2639254272263618E-001                  2.1390872005223143E+000                  3.6281099345702730E+000                 -8.2360282200291479E+000                  3.1875686979970705E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      89                  8.2638597388639989E-001                  2.1389989230109183E+000                  3.6312661305058431E+000                 -8.2353661087865380E+000                  3.1914001541956858E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      90                  8.2637927660885169E-001                  2.1389090011819709E+000                  3.6340442836368516E+000                 -8.2347767346362222E+000                  3.1947781665174846E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      91                  8.2637418997861456E-001                  2.1388407602615729E+000                  3.6364336424577113E+000                 -8.2342634476138183E+000                  3.1976892812726043E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      92                  8.2636905400755112E-001                  2.1387719061893451E+000                  3.6392452522642049E+000                 -8.2336493884508624E+000                  3.2011249284437473E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      93                  8.2636204458378382E-001                  2.1386780161690688E+000                  3.6416496181018232E+000                 -8.2331080033590816E+000                  3.2040798596655753E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      94                  8.2635853987190033E-001                  2.1386311068361725E+000                  3.6440496381959302E+000                 -8.2325598359038139E+000                  3.2070379923452865E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      95                  8.2635145169075452E-001                  2.1385363073172350E+000                  3.6472428747542063E+000                 -8.2317986529168152E+000                  3.2110061386581621E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      96                  8.2634422877402303E-001                  2.1384398112321752E+000                  3.6500299136728884E+000                 -8.2311002407116955E+000                  3.2145028868623600E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      97                  8.2633874303673516E-001                  2.1383665982249238E+000                  3.6524120146276182E+000                 -8.2304779880948686E+000                  3.2175156391978379E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      98                  8.2633320416727885E-001                  2.1382927444467517E+000                  3.6551979472330682E+000                 -8.2297169659889153E+000                  3.2210704096866380E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                      99                  8.2632564510146334E-001                  2.1381920697149273E+000                  3.6575618627523596E+000                 -8.2290288753635839E+000                  3.2241271700166885E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     100                  8.2632186556855558E-001                  2.1381417858281759E+000                  3.6599133404369057E+000                 -8.2283239751857966E+000                  3.2271865948430891E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     101                  8.2631422166609769E-001                  2.1380402010255311E+000                  3.6630231100206316E+000                 -8.2273323970910699E+000                  3.2312896887009610E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     102                  8.2630643265055614E-001                  2.1379368506641727E+000                  3.6657245555097604E+000                 -8.2264191420338797E+000                  3.2349044519985344E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     103                  8.2630051708640739E-001                  2.1378584743319049E+000                  3.6680279621772391E+000                 -8.2256082247572131E+000                  3.2380181827236050E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     104                  8.2629454433193561E-001                  2.1377794449434475E+000                  3.6707166356327270E+000                 -8.2246250130011695E+000                  3.2416890847167830E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     105                  8.2628640172914936E-001                  2.1376718792243379E+000                  3.6729958530256575E+000                 -8.2237489326043232E+000                  3.2448437186957824E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     106                  8.2628233042775623E-001                  2.1376181748425562E+000                  3.6752639905324425E+000                 -8.2228603151388171E+000                  3.2480004284554247E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     107                  8.2627409668488694E-001                  2.1375097251377877E+000                  3.6782688472895839E+000                 -8.2216342443651076E+000                  3.2522330099303374E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     108                  8.2626570703019875E-001                  2.1373994501100508E+000                  3.6808871567810599E+000                 -8.2205284349901042E+000                  3.2559609164021444E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     109                  8.2625933545170649E-001                  2.1373158580317302E+000                  3.6831271225330848E+000                 -8.2195630399743909E+000                  3.2591714192809889E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     110                  8.2625290235586502E-001                  2.1372315974426570E+000                  3.6857532175455856E+000                 -8.2184126702580933E+000                  3.2629556510048054E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     111                  8.2624413217195081E-001                  2.1371169508489056E+000                  3.6879958734772362E+000                 -8.2174115620838286E+000                  3.2662070995912629E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     112                  8.2623974707999348E-001                  2.1370597255765289E+000                  3.6902376944054831E+000                 -8.2164087410508433E+000                  3.2694600695403406E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     113                  8.2623087872835932E-001                  2.1369441919577383E+000                  3.6932392302309220E+000                 -8.2150623438814776E+000                  3.2738197648243603E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     114                  8.2622184702000645E-001                  2.1368267999939095E+000                  3.6958881471394025E+000                 -8.2138841885919227E+000                  3.2776575829916386E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     115                  8.2621498900739465E-001                  2.1367378393083691E+000                  3.6981809411790061E+000                 -8.2128812185507822E+000                  3.2809628735023231E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     116                  8.2620806031558602E-001                  2.1366481137551210E+000                  3.7009045518484642E+000                 -8.2117212557784640E+000                  3.2848580489570751E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     117                  8.2619861996652533E-001                  2.1365260994939241E+000                  3.7032772209312865E+000                 -8.2107589348349599E+000                  3.2882034354520200E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     118                  8.2619389979199498E-001                  2.1364651889223483E+000                  3.7056745152746120E+000                 -8.2098213580085009E+000                  3.2915491271280466E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     119                  8.2618435655848288E-001                  2.1363422276383695E+000                  3.7081275384905572E+000                 -8.2089381209656231E+000                  3.2948968341374263E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     120                  8.2617953349950146E-001                  2.1362801707905641E+000                  3.7097995777217370E+000                 -8.2083673592646598E+000                  3.2971476220242577E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     121                  8.2617464061906742E-001                  2.1362172711136234E+000                  3.7123625196096857E+000                 -8.2075461707732842E+000                  3.3005442559591165E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
